,City,Time,Country,Latitude,Longitude,Temperature,Humidity,Cloud Coverage,Wind Speed
375,Likasi,1516137737,CD,-10.99,26.74,63.36,100,68,4.16
376,Kabalo,1516137737,CD,-6.05,26.92,71.41,96,80,5.61
377,Coahuayana,1516137738,MX,18.62,-100.35,77.94,30,0,3.04
378,Lebu,1516137738,ET,8.96,38.73,33.21,76,0,2.48
379,Vila,1516135800,IT,45.18,8.4,41.0,89,0,2.24
380,Pingxiang,1516137740,CN,27.63,113.85,39.15,100,48,1.03
381,Kropotkin,1516137740,RU,45.43,40.58,22.81,86,44,12.55
382,Tonantins,1516137741,BR,-2.86,-67.77,78.12,89,92,7.52
383,Gravdal,1516135800,NO,59.79,5.78,33.8,100,75,16.11
384,Bonfim,1516132800,BR,-20.33,-44.24,86.0,48,40,6.93
385,Jertih,1516132800,MY,5.74,102.5,75.2,94,75,2.24
386,Mar del Plata,1516137530,AR,-46.43,-67.52,73.93,36,76,26.19
387,Christchurch,1516136400,NZ,-43.53,172.64,75.2,60,80,11.41
388,South Valley,1516135920,US,35.01,-106.68,37.4,50,75,3.36
389,Hualmay,1516137744,PE,-11.1,-77.61,75.42,56,12,6.17
390,Koroni,1516135800,GR,36.8,21.96,48.2,93,40,21.5
391,La Ronge,1516136400,CA,55.1,-105.3,3.2,54,5,5.82
392,Muisne,1516137745,EC,0.61,-80.02,74.79,93,92,6.51
393,Phalodi,1516137746,IN,27.13,72.36,51.66,62,0,2.93
394,Huarmey,1516137746,PE,-10.07,-78.15,76.81,46,32,4.5
395,Hobart,1516134600,AU,-42.88,147.33,55.4,76,0,5.82
396,Ust-Kuyga,1516137747,RU,70.0,135.55,-68.36,0,8,2.71
397,Alekseyevsk,1516137747,RU,57.84,108.35,-7.84,59,36,2.59
398,Garh Maharaja,1516137748,PK,30.83,71.9,48.24,86,0,2.15
399,Hobyo,1516137748,SO,5.35,48.53,74.34,91,92,15.12
400,Jacobina,1516137749,BR,-11.19,-40.51,81.81,40,20,12.55
401,Laguna,1516135800,MX,27.52,-110.01,78.8,26,5,6.93
402,Dryden,1516136400,CA,49.79,-92.84,3.2,65,90,13.87
403,Two Rivers,1516136160,US,44.15,-87.57,21.2,67,1,8.05
404,Lukulu,1516137751,ZM,-14.38,23.24,66.51,94,88,3.38
405,Socorro,1516137751,PH,13.06,121.41,71.41,100,92,6.62
406,Sturgeon Falls,1516136400,CA,46.36,-79.93,10.4,78,90,3.36
407,Darnah,1516137752,LY,32.77,22.64,64.26,100,0,20.27
408,Talnakh,1516137753,RU,69.49,88.39,-41.32,91,8,10.2
409,Basco,1516137300,US,40.33,-91.2,12.2,72,90,13.56
410,Qandala,1516137754,SO,11.47,49.87,54.63,100,0,0.92
411,Kargil,1516137754,PK,34.56,76.13,-0.46,67,68,1.92
412,Zharkent,1516137755,KZ,44.17,80.0,-15.89,38,0,2.15
413,Dolores,1516137755,AR,-36.31,-57.68,77.04,67,68,8.75
414,Erzin,1516135800,TR,36.95,36.2,46.4,93,75,4.7
415,Oktyabrskoye,1516137756,RU,56.73,85.44,22.77,88,88,8.08
416,Sola,1516135800,FI,62.78,29.36,19.4,85,0,9.17
417,Mataura,1516137757,NZ,-46.19,168.86,63.54,89,92,12.44
418,Tres Arroyos,1516137757,AR,-38.38,-60.28,86.44,29,12,11.54
419,Erenhot,1516137758,CN,43.65,111.97,-2.21,75,0,11.77
420,Myitkyina,1516137758,MM,25.38,97.4,51.57,92,0,2.48
421,Manggar,1516137759,ID,-2.88,108.27,77.58,93,20,8.75
422,Georgetown,1516136400,GY,6.8,-58.16,80.6,78,40,11.41
423,Pinawa,1516137760,CA,50.15,-95.88,4.68,69,24,16.13
424,Cap Malheureux,1516136400,MU,-19.98,57.61,80.6,78,75,21.92
425,Gorodovikovsk,1516137761,RU,46.08,41.93,25.11,86,80,14.67
426,Atikokan,1516137762,CA,48.76,-91.62,3.96,61,48,6.4
427,Banjarmasin,1516134600,ID,-3.32,114.59,75.2,100,75,1.12
428,Naron,1516134600,ES,43.52,-8.15,55.4,87,75,8.05
429,Harnosand,1516135800,SE,62.63,17.94,30.2,100,90,26.4
430,Marawi,1516137764,PH,8.0,124.29,65.29,100,56,2.04
431,Souillac,1516136400,FR,45.6,-0.6,53.6,66,92,19.46
432,Cherepovets,1516137765,RU,59.13,37.92,16.92,85,64,15.79
433,Sabaudia,1516135800,IT,41.3,13.03,59.0,93,75,4.7
434,Ayan,1516137766,TR,40.67,33.6,31.14,90,80,3.38
435,Baykit,1516137766,RU,61.68,96.39,-36.82,67,36,2.59
436,Rio Gallegos,1516132800,AR,-51.62,-69.22,59.0,30,40,34.45
437,Sinnamary,1516137767,GF,5.38,-52.96,77.53,100,92,7.74
438,Chernaya Kholunitsa,1516137768,RU,58.85,51.72,15.48,85,68,5.73
439,Ushuaia,1516132800,AR,-54.81,-68.31,55.4,66,75,28.86
440,Kodiak,1516134840,US,39.95,-94.76,8.6,71,20,11.41
441,Belyy Yar,1516134600,RU,53.6,91.39,17.6,52,80,15.66
442,Pemba,1516137769,MZ,-12.97,40.52,77.58,100,92,19.48
443,Touros,1516137770,BR,-5.2,-35.46,80.37,80,80,17.58
444,Cidreira,1516137770,BR,-30.17,-50.22,75.73,84,76,11.65
445,Tangshan,1516137771,CN,39.63,118.17,11.29,65,0,2.37
446,Nikolskoye,1516134600,RU,59.7,30.79,12.2,85,0,11.18
447,Tigil,1516137772,RU,57.8,158.67,9.0,84,64,4.05
448,La Colorada,1516136400,VE,7.55,-72.32,82.4,69,40,9.17
449,Lompoc,1516136160,US,34.64,-120.46,62.6,77,1,14.99
450,Esna,1516137773,RO,45.2,27.57,24.84,93,88,10.76
451,Gbadolite,1516137774,CD,4.28,21.0,70.78,64,0,3.94
452,Northam,1516135800,GB,51.04,-4.21,41.0,93,40,10.29
453,Verkhoyansk,1516137775,RU,67.55,133.39,-71.69,0,0,2.37
454,Umm Kaddadah,1516137776,SD,13.6,26.69,52.96,49,0,9.75
455,Guanica,1516135800,PR,17.97,-66.91,75.2,73,75,4.7
456,Trincomalee,1516137777,LK,8.58,81.23,67.59,89,0,3.71
457,Clyde River,1516136400,CA,70.47,-68.59,-14.81,68,75,8.05
458,Alibag,1516134600,IN,18.64,72.88,80.6,69,0,4.7
459,Winona,1516136400,CA,43.21,-79.65,26.6,85,75,9.17
460,West Odessa,1516136100,US,31.84,-102.48,30.2,27,90,4.7
461,Waipawa,1516137779,NZ,-39.94,176.59,68.58,65,0,9.08
462,Antalaha,1516137779,MG,-14.9,50.28,74.97,96,20,13.56
463,Grand Gaube,1516136400,MU,-20.01,57.66,80.6,78,75,21.92
464,Bathsheba,1516136400,BB,13.22,-59.52,80.6,83,40,16.11
465,Nova Olimpia,1516137781,BR,-14.8,-57.29,79.38,100,12,4.72
466,Ormara,1516137782,PK,25.21,64.64,67.14,98,0,13.78
467,Torbay,1516136400,CA,47.66,-52.73,26.6,92,90,17.22
468,Krasnorechenskiy,1516137783,RU,44.63,135.35,-5.36,54,0,3.49
469,Feijo,1516132800,EC,-3.63,-79.92,84.2,58,0,10.29
470,Taoudenni,1516137784,ML,22.68,-3.98,57.64,38,0,6.62
471,Eenhana,1516137784,NA,-17.48,16.34,71.14,71,64,6.17
472,Tabuk,1516137785,PH,17.41,121.44,65.16,97,92,1.48
473,Sosnovo-Ozerskoye,1516137785,RU,52.53,111.54,-19.27,49,0,6.4
474,Houma,1516137786,CN,35.63,111.36,8.59,79,12,2.37
475,Fairbanks,1516136280,US,64.84,-147.72,15.8,92,90,3.94
476,Casper,1516135980,US,42.87,-106.31,35.6,31,1,21.92
477,Mto wa Mbu,1516137787,TZ,-3.38,35.86,67.68,92,88,5.39
478,Talara,1516132800,PE,-4.58,-81.27,84.2,66,0,17.22
479,Atuona,1516137788,PF,-9.8,-139.03,77.94,100,100,13.67
480,Mahon,1516134600,IE,51.89,-8.4,35.6,80,75,20.8
481,Bandarbeyla,1516137789,SO,9.49,50.81,74.61,100,0,23.85
482,Nome,1516136100,US,30.04,-94.42,30.2,86,90,18.34
483,Kalmunai,1516137790,LK,7.42,81.82,70.78,97,32,5.5
484,Yar-Sale,1516137791,RU,66.83,70.83,3.73,100,88,10.2
485,Skjervoy,1516135800,NO,70.03,20.97,30.2,63,0,19.46
486,Cockburn Town,1516137493,TC,21.46,-71.14,79.74,96,24,16.24
487,Puerto del Rosario,1516136400,ES,28.5,-13.86,62.6,77,20,27.51
488,Martyush,1516137793,RU,56.4,61.89,-1.0,68,0,3.04
489,Inongo,1516137793,CD,-1.93,18.29,72.0,98,44,2.15
490,Maniitsoq,1516137794,GL,65.42,-52.9,1.93,100,64,8.97
491,Coihaique,1516132800,CL,-45.58,-72.07,60.8,59,90,5.82
492,Leningradskiy,1516137796,RU,69.38,178.42,-2.62,97,92,25.86
493,Coatesville,1516136280,US,39.98,-75.82,44.6,69,40,2.93
494,Camacha,1516136400,PT,33.08,-16.33,62.6,72,20,13.87
495,Siedlce,1516137797,PL,52.17,22.28,25.38,81,92,16.58
496,Bowen,1516132800,AU,-20.01,148.25,77.0,69,40,9.17
497,Jacareacanga,1516137798,BR,-6.22,-57.76,80.28,84,56,2.04
498,Ulaangom,1516137798,MN,49.98,92.07,7.11,50,24,7.96
499,Komsomolskiy,1516137799,RU,67.55,63.78,23.53,94,88,16.13
500,Yeppoon,1516134600,AU,-23.13,150.74,73.4,69,32,9.17
